WEB STD FIRMID,Survey Year,Screening Region,Industrial sector,Sector Match,Biz Size,Screener Size,Part of Large Firm,Type of Establishment,Ownership Structure,Share Largest Owner,Share Private Dom. Individ,Share Private Forgn Indvid,Share Govt,Share Others,Female member ownership,Female Member Share,Year established,Formally Registered Biz,Year Registered,Mgrs Working Expr,Female Top Mgr,Top Mgr Educ Levl,Top Mangerial Ownership,International Certification,Main Products,First Product ISIC code,Percent of sales of First Product,Percentage of Domestic Input,Percentage of Foreign Inputs,Foreign Technology Used,Product Improvement,Method Improvement,Any new service,Process Improvement,New Organizational structure,New Marketing Method,R&D expendture,Employee New Idea,Capacity Utilization,Sales,sales and service,Output,eqpt expd,Overdraft,Govt Financing,Line of Credit from Bank,Age of Firm,AgeCat Firm,Mgr wkg exp Cat,Geopolitical Zone
589287,2014,Enugu,Wholesales,"No, scre",Micro <5,Small >=,No,HQ witho,Sole Proprietorship,100,50,50,0,0,Yes,100,1996,No,DON?T KN,19,Yes,Primary,Yes ? fu,No,sells dawa,5190,50,,,,Yes,Yes,No,No,No,Yes,Yes,No,,50,30,,50,DON?T KN,No,No,27,< 10 Years,10 - 20 Years,SE
589288,2014,Enugu,Garments,"No, does",Micro <5,Micro <5,Yes,DOES NOT,Shareholders,100,100,0,0,0,Yes,100,2001,No,2005,18,Yes,Graduate,Yes ? fu,No,tailoring and designers,1810,100,90,10,No,Yes,Yes,Yes,No,No,Yes,No,Yes,100,,,100,0,DON?T KN,,No,22,< 10 Years,10 - 20 Years,SE
589289,2014,Kaduna,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,2004,No,2004,12,Yes,Secondary,Yes ? fu,No,Clothes,5232,100,,,,Yes,Yes,Yes,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,,No,No,No,19,< 10 Years,10 - 20 Years,NW
589290,2014,Kaduna,Garments,"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,100,100,0,0,0,Yes,100,2009,Yes,2009,12,Yes,Vocation,Yes ? fu,No,garment,1810,60,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,50,30,,80,No,No,No,14,< 10 Years,10 - 20 Years,NW
589291,2014,Kaduna,Leather,"No, scre",Small >=,Small >=,Yes,HQ with,Sole Proprietorship,100,0,0,50,50,Yes,100,2006,Yes,2006,8,No,Vocation,Yes ? fu,No,leather,1911,15,,,,Yes,No,No,Yes,Yes,Yes,No,No,,0,0,,0,DON?T KN,No,No,17,< 10 Years,< 10 Years,NW
589292,2014,Kaduna,Retail,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,100,10,10,10,70,Yes,100,2005,Yes,2005,9,No,Graduate,Yes ? Pa,No,"phones,clipers ,ear pies,phones batery",5239,80,,,,Yes,DON?T KN,Yes,Yes,No,Yes,No,No,,0,DON?T KN,,0,DON?T KN,No,No,18,< 10 Years,< 10 Years,NW
589297,2014,Kano,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,30,30,20,20,Yes,100,2000,No,2009,14,No,Secondary,Yes ? fu,No,sales of fruit juceis and provision.,5220,60,,,,No,No,No,Yes,No,Yes,No,Yes,,DON?T KNOW (,30,,0,DON?T KN,No,No,23,< 10 Years,10 - 20 Years,NW
589298,2014,Kano,Retail,"Yes, scr",Micro <5,Small >=,Yes,HQ with,Sole Proprietorship,100,100,0,0,0,Yes,100,2000,Yes,2000,8,Yes,Graduate,Yes ? fu,No,services,5239,70,,,,No,No,No,Yes,No,No,No,No,,70,30,,0,DON?T KN,No,No,23,< 10 Years,< 10 Years,NW
589311,2014,Kano,Hotel & Restaurants,"No, does",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,100,0,0,0,100,Yes,100,2008,No,2010,6,Yes,Vocation,Yes ? fu,No,Restaurant,5520,70,,,,No,No,Yes,Yes,No,Yes,No,Yes,,30,20,,0,DON?T KN,No,No,15,< 10 Years,< 10 Years,NW
589316,2014,Lagos,Garments,"Yes, scr",Medium >,Medium >,Yes,Establis,Sole Proprietorship,100,100,0,0,0,Yes,100,1985,Yes,1985,28,No,Graduate,Yes ? fu,No,manufacturing and sales of wears,1810,100,60,40,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,60,,,60,40,DON?T KN,,No,38,30 - 49 Years,20 - 29 Years,SW
589317,2014,Lagos,Retail,"Yes, scr",Micro <5,Small >=,No,Establis,Limited,100,100,0,0,0,Yes,100,2000,No,2007,16,Yes,Graduate,Yes ? fu,No,sales of home appliances,5233,100,,,,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,25,25,,80,DON?T KN,No,No,23,< 10 Years,10 - 20 Years,SW
589318,2014,Lagos,Retail,"Yes, scr",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,,100,0,0,0,Yes,100,2000,Yes,2000,20,Yes,Graduate,Yes ? fu,No,Drugs,5231,100,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,100,100,,0,DON?T KN,No,No,23,< 10 Years,20 - 29 Years,SW
589319,2014,Gombe,Garments,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,0,0,80,20,Yes,100,2001,No,2002,13,No,Vocation,Yes ? fu,No,garment making,1810,50,30,70,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,30,,,50,50,,,No,22,< 10 Years,10 - 20 Years,NE
589344,2014,Katsina,Food,"Yes, scr",Large >=,Medium >,No,DOES NOT,Sole Proprietorship,,100,0,0,0,Yes,100,1997,Yes,1997,14,No,Graduate,Yes ? Pa,No,sachet water,1554,70,30,70,No,Yes,Yes,Yes,Yes,No,No,No,Yes,DON?T KN,,,80,100,,,No,26,< 10 Years,10 - 20 Years,NW
589379,2014,Kwara,Wood,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,100,0,0,0,Yes,100,2004,Yes,2004,12,Yes,Secondary,Yes ? Pa,No,ply wood roofing wood,2029,90,100,0,No,No,No,Yes,Yes,No,Yes,No,No,DON?T KN,,,85,,No,,No,19,< 10 Years,10 - 20 Years,NC
589382,2014,Kwara,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,Yes,Establis,Sole Proprietorship,,100,0,0,0,Yes,100,1998,Yes,1998,8,No,Graduate,No,No,indoor catering,5520,70,,,,No,Yes,Yes,No,No,No,No,Yes,,DON?T KNOW (,DON?T KN,,,,No,No,25,< 10 Years,< 10 Years,NC
589389,2014,Nasarawa,Publishings,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,25,0,0,75,Yes,100,1992,Yes,1992,23,No,Graduate,Yes ? fu,No,"priting, publishing and servics",2221,85,75,25,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25,,,DON?T KN,45,,,No,31,30 - 49 Years,20 - 29 Years,Others
589393,2014,Nasarawa,Non Metal Fabrications,"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,,100,0,0,0,Yes,100,2012,No,2012,3,Yes,Secondary,Yes ? fu,No,moulding of blocks,2695,80,60,40,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,50,,,50,,No,,No,11,< 10 Years,< 10 Years,Others
589428,2014,Oyo,Hotel & Restaurants,"No, does",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,0,0,0,100,Yes,100,2005,No,2005,10,Yes,Vocation,Yes ? fu,No,PRODUCTION AND SELLING OF FOOD(RESTAURANT),5520,100,,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,,85,100,,0,No,No,No,18,< 10 Years,10 - 20 Years,SW
589439,2014,Oyo,Hotel & Restaurants,"No, scre",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,0,0,0,100,Yes,100,1993,Yes,1993,3,Yes,Secondary,Yes ? fu,No,Fast food restaurant,5520,90,90,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,90,,,90,0,DON?T KN,,No,30,30 - 49 Years,< 10 Years,SW
589448,2014,Zamfara,Basic me,"Yes, scr",Small >=,Large >=,Yes,Establis,Sole Proprietorship,,90,10,0,0,Yes,100,1996,No,2001,18,No,Graduate,Yes ? fu,No,metals work,2732,100,100,0,No,No,No,No,No,Yes,Yes,Yes,Yes,2,,,80,,No,,No,27,< 10 Years,10 - 20 Years,NW
589478,2014,Katsina,Hotel & Restaurants,"No, scre",Medium >,Small >=,No,HQ with,Sole Proprietorship,,100,0,0,0,Yes,100,2012,Yes,2012,5,Yes,Graduate,Yes ? fu,No,"sales of foods,fura & yoghut",5520,100,,,,No,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,,,No,No,11,< 10 Years,< 10 Years,NW
589480,2014,Kebbi,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,,100,0,0,0,Yes,100,1999,No,2002,14,No,Secondary,Yes ? fu,No,sales of provision,5211,100,,,,No,No,No,Yes,No,No,No,No,,100,100,,,No,No,No,24,< 10 Years,10 - 20 Years,NW
589485,2014,Kwara,Retail,"Yes, scr",Micro <5,Small >=,No,HQ with,Sole Proprietorship,,0,100,0,0,Yes,100,1990,No,1992,14,No,Secondary,Yes ? fu,No,sales of fish,5220,80,,,,No,No,No,Yes,Yes,Yes,No,No,,70,80,,100,No,No,No,33,30 - 49 Years,10 - 20 Years,NC
589488,2014,Kwara,Garments,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,100,0,0,0,Yes,100,1989,No,1988,25,Yes,Vocation,Yes ? fu,No,Fashion designing,1810,100,,,,Yes,Yes,Yes,No,No,No,No,Yes,,100,100,,20,,Yes,No,34,30 - 49 Years,20 - 29 Years,NC
589490,2014,Nasarawa,Retail,"Yes, scr",Medium >,Small >=,No,HQ witho,Sole Proprietorship,,100,0,0,0,Yes,100,1995,No,1996,19,Yes,Graduate,Yes ? fu,No,sales of drugs,5231,80,,,,No,Yes,Yes,Yes,Yes,Yes,No,No,,60,70,,,No,No,No,28,< 10 Years,10 - 20 Years,Others
589492,2014,Nasarawa,Wholesales,"Yes, scr",Small >=,Small >=,Yes,HQ witho,Sole Proprietorship,,0,0,0,100,Yes,100,2000,Yes,2000,16,No,Graduate,Yes ? fu,No,Provision store,5122,70,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,30,70,,35,,No,No,23,< 10 Years,10 - 20 Years,Others
589493,2014,Nasarawa,Retail,"No, does",Medium >,Small >=,No,Establis,Sole Proprietorship,,0,0,0,100,Yes,100,2002,Yes,2000,13,No,Secondary,Yes ? fu,No,producer and pay,5259,60,70,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,100,,,60,80,No,,No,21,< 10 Years,10 - 20 Years,Others
589524,2014,Jigawa,Retail,"No, does",Micro <5,Medium >,No,HQ with,Sole Proprietorship,,100,0,0,0,Yes,100,1986,Yes,1986,10,Yes,Vocation,No,No,"sells of food,such as Race,macaroni,tuwu etc",5220,70,,,,No,No,No,No,No,No,No,No,,10,40,,0,,No,No,37,30 - 49 Years,10 - 20 Years,NW
589548,2014,Kebbi,Retail,"No, does",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,,100,0,0,0,Yes,100,2002,No,2005,16,Yes,Secondary,Yes ? fu,No,sales of food,5220,70,,,,Yes,Yes,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,100,No,No,No,21,< 10 Years,10 - 20 Years,NW
589560,2014,Kwara,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,Yes,Establis,Sole Proprietorship,,100,0,0,0,Yes,100,2005,Yes,2005,6,No,Graduate,No,No,indoor catering services,5520,100,,,,Yes,Yes,No,No,No,No,No,Yes,,100,96,,,,No,No,18,< 10 Years,< 10 Years,NC
589566,2014,Nasarawa,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,,100,0,0,0,Yes,100,1999,No,2001,18,Yes,Secondary,Yes ? fu,No,Hotel and accommodation,5510,60,,,,No,No,No,No,No,Yes,No,Yes,,30,70,,,No,No,No,24,< 10 Years,10 - 20 Years,Others
589570,2014,Nasarawa,Hotel & Restaurants,"No, scre",Medium >,Small >=,Yes,HQ with,Sole Proprietorship,,0,0,0,100,Yes,100,2002,No,2000,13,Yes,Secondary,Yes ? fu,No,cooking food and sales,5520,90,,,,No,No,No,No,Yes,No,No,Yes,,60,20,,,No,No,No,21,< 10 Years,10 - 20 Years,Others
589572,2014,Niger,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,Yes,HQ with,Sole Proprietorship,,80,0,20,0,Yes,100,1997,No,1998,16,No,Graduate,Yes ? fu,No,"Cooking and Serving of meals, keeping the environment clean, and others",5520,80,,,,No,No,No,Yes,No,No,No,No,,DON?T KNOW (,30,,,,No,No,26,< 10 Years,10 - 20 Years,NC
589574,2014,Niger,Hotel & Restaurants,"Yes, scr",Micro <5,Small >=,No,DOES NOT,Sole Proprietorship,,100,0,0,0,Yes,100,2000,Yes,2000,25,Yes,Secondary,Yes ? fu,No,selling of cooked food \ready made food and fast food moimoi etc,5510,100,,,,Yes,No,No,Yes,No,Yes,No,No,,45,85,,,,No,No,23,< 10 Years,20 - 29 Years,NC
589577,2014,Niger,Food,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,100,0,0,0,Yes,100,2005,No,2008,9,Yes,Secondary,Yes ? fu,No,food,1549,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,60,100,,,,No,No,18,< 10 Years,< 10 Years,NC
589588,2014,Oyo,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,Yes,HQ with,Sole Proprietorship,100,0,0,0,100,Yes,100,2000,Yes,2000,15,No,Graduate,Yes ? fu,No,Lodging and Accomodation,5510,50,,,,Yes,No,No,No,No,Yes,No,No,,90,30,,0,DON?T KN,No,No,23,< 10 Years,10 - 20 Years,SW
589590,2014,Oyo,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,1982,DON?T KN,DON?T KN,5,Yes,Secondary,No,No,hotel service,5510,100,,,,Yes,Yes,No,No,Yes,Yes,No,No,,96,96,,100,DON?T KN,DON?T KN,No,41,30 - 49 Years,< 10 Years,SW
589591,2014,Oyo,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,No,Establis,Sole Proprietorship,100,100,0,0,0,Yes,100,1999,Yes,1999,,No,NA,Yes ? fu,No,hotel services and restaurant,5510,100,,,,No,Yes,Yes,Yes,Yes,Yes,No,No,,100,100,,20,DON?T KN,No,No,24,< 10 Years,,SW
589594,2014,Oyo,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,No,DOES NOT,Sole Proprietorship,100,0,0,0,100,Yes,100,2005,Yes,2005,4,Yes,Secondary,No,No,Lodging,5510,70,,,,Yes,Yes,Yes,No,Yes,No,No,No,,100,80,,0,DON?T KN,No,No,18,< 10 Years,< 10 Years,SW
589595,2014,Oyo,Hotel & Restaurants,"Yes, scr",Medium >,Small >=,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,1971,No,1985,43,Yes,Secondary,Yes ? fu,No,buying and selling drinks,5520,100,,,,No,No,No,No,Yes,Yes,No,No,,100,100,,0,DON?T KN,No,No,52,50 - 69 Years,30 - 49 Years,SW
589610,2014,Gombe,Retail,"Yes, scr",Micro <5,Small >=,No,HQ with,Sole Proprietorship,,100,0,0,0,Yes,100,2006,DON?T KN,DON?T KN,12,Yes,Secondary,Yes ? fu,No,Retail in consumer products,5231,100,,,,No,No,No,No,No,No,No,No,,100,100,,,No,No,No,17,< 10 Years,10 - 20 Years,NE
589611,2014,Jigawa,Retail,"No, does",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,0,0,20,80,Yes,100,2002,No,2005,8,Yes,Secondary,Yes ? fu,No,saleing of food,5220,40,,,,No,No,No,Yes,No,Yes,Yes,No,,15,15,,,,No,No,21,< 10 Years,< 10 Years,NW
589613,2014,Katsina,Food,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,100,0,0,0,Yes,100,1994,No,1994,20,Yes,Secondary,Yes ? fu,No,food production,1549,80,60,40,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,30,,,60,100,,,No,29,< 10 Years,20 - 29 Years,NW
589620,2014,Nasarawa,Retail,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,100,0,0,0,Yes,100,2007,No,2005,15,Yes,Secondary,Yes ? fu,No,fish,5220,60,60,40,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,60,,,60,20,No,,No,16,< 10 Years,10 - 20 Years,Others
588902,2014,Abuja,Retail,"No, scre",Small >=,Small >=,No,Establis,DON?T KN,50,50,0,30,20,Yes,DON?T KN,2000,Yes,2000,10,No,Graduate,No,DON?T KN,sales of food,5220,80,DON?T KN,DON?T KN,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DON?T KN,,,DON?T KN,0,DON?T KN,,No,23,< 10 Years,10 - 20 Years,NC
588921,2014,Anambra,Food,"Yes, scr",Medium >,Medium >,Yes,HQ with,Partners,55,0,0,0,100,Yes,50,1967,No,1976,26,No,Graduate,Yes ? fu,No,bread Mnufacturing,1541,50,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,50,,,50,50,DON?T KN,,Yes,56,50 - 69 Years,20 - 29 Years,SE
588930,2014,Anambra,Retail,"No, does",Medium >,Medium >,Yes,HQ with,Shareholders,100,100,0,0,0,Yes,0,1999,Yes,1999,,No,NA,Yes ? fu,Yes,table water,5211,80,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,DON?T KNOW (,DON?T KN,,0,DON?T KN,No,No,24,< 10 Years,,SE
588938,2014,Anambra,Retail,"No, does",Small >=,Small >=,Yes,HQ with,Partners,55,0,0,0,100,Yes,50,1990,No,2005,28,No,Secondary,Yes ? fu,No,Haber medicine production,5231,40,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,30,,,20,50,DON?T KN,,No,33,30 - 49 Years,20 - 29 Years,SE
588961,2014,Enugu,Textiles,"No, scre",Small >=,Small >=,No,HQ witho,Partners,45,100,0,0,0,Yes,5,1997,Yes,1997,25,No,Secondary,Yes ? Pa,No,Production of complete upholstry sets,1729,70,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,70,,,50,100,DON?T KN,,No,26,< 10 Years,20 - 29 Years,SE
588974,2014,Kaduna,Food,"Yes, scr",Small >=,Small >=,No,HQ with,Shareholders,50,40,0,50,10,Yes,0,1992,Yes,1948,20,No,Graduate,No,No,breads production,1541,15,100,0,No,No,No,Yes,No,No,Yes,No,Yes,40,,,40,0,DON?T KN,,No,31,30 - 49 Years,20 - 29 Years,NW
588976,2014,Kaduna,'Furniture',"No, does",Large >=,Large >=,No,HQ witho,Limited,100,100,0,0,0,Yes,25,1988,Yes,1988,15,No,Graduate,No,Yes,construction of  funitures and sale,3610,95,100,0,No,Yes,Yes,No,Yes,No,Yes,No,Yes,60,,,60,10,DON?T KN,,Yes,35,30 - 49 Years,10 - 20 Years,NW
588982,2014,Kaduna,Retail,"No, does",Medium >,Medium >,Yes,HQ with,Shareholders,,80,20,0,0,Yes,20,2004,Yes,2004,6,No,Graduate,Yes ? Pa,Yes,Hair dressing,5239,60,60,40,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,80,,,85,20,DON?T KN,,Yes,19,< 10 Years,< 10 Years,NW
588984,2014,Kaduna,'Furniture',"No, scre",Small >=,Small >=,No,Establis,Shareholders,50,10,10,10,70,Yes,10,1996,No,2007,32,No,Secondary,Yes ? fu,No,Furniture services,3610,60,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,30,DON?T KN,,0,DON?T KN,No,No,27,< 10 Years,30 - 49 Years,NW
588989,2014,Kaduna,Food,"Yes, scr",Medium >,Medium >,Yes,HQ with,Shareholders,50,20,0,0,80,Yes,20,2004,Yes,2004,9,No,Secondary,Yes ? Pa,No,production of feed,1533,90,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40,,,100,0,No,,Yes,19,< 10 Years,< 10 Years,NW
588999,2014,Kano,Food,"Yes, scr",Medium >,Medium >,No,HQ with,Partners,30,20,20,20,40,Yes,40,2005,Yes,2005,9,No,Secondary,Yes ? Pa,No,Manufacturing of bread,1541,90,50,50,No,Yes,No,No,Yes,No,No,No,Yes,60,,,50,0,DON?T KN,,No,18,< 10 Years,< 10 Years,NW
589006,2014,Kano,Food,"Yes, scr",Medium >,Medium >,Yes,DOES NOT,DON?T KN,100,100,0,0,0,Yes,50,1994,No,2008,4,No,Vocation,No,No,Cakes and confectionery,1543,100,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,80,,,20,60,DON?T KN,,No,29,< 10 Years,< 10 Years,NW
589016,2014,Lagos,Metal Fabrications,"No, scre",Large >=,Small >=,Yes,DOES NOT,Limited,100,100,0,0,0,Yes,20,1999,Yes,1999,3,No,Graduate,Yes ? fu,Yes,alluminium roofing sheet and windows,2811,100,10,90,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,98,,,98,0,DON?T KN,,No,24,< 10 Years,< 10 Years,SW
589024,2014,Abuja,Wholesales,"No, does",Small >=,Small >=,No,Establis,DON?T KN,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,Yes,40,2007,No,DON?T KN,5,No,Graduate,No,DON?T KN,information tachnology,5151,95,,,,Yes,Yes,DON?T KN,Yes,Yes,Yes,DON?T KN,Yes,,80,80,,0,DON?T KN,No,No,16,< 10 Years,< 10 Years,NC
589067,2014,Cross river,Retail,"Yes, scr",Small >=,Small >=,No,HQ witho,Partners,50,50,0,0,50,Yes,10,2010,Yes,2010,4,No,Secondary,Yes ? Pa,No,Sales of drink,5220,65,,,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,,60,40,,0,DON?T KN,No,No,13,< 10 Years,< 10 Years,SS
589101,2014,Kaduna,Wholesales,"No, scre",Small >=,Medium >,No,HQ witho,Shareholders,50,10,20,20,50,Yes,20,1997,Yes,1997,17,No,Vocation,Yes ? Pa,No,computer,5151,50,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,20,50,,20,DON?T KN,No,No,26,< 10 Years,10 - 20 Years,NW
589113,2014,Kano,Retail,"Yes, scr",Small >=,Medium >,Yes,HQ witho,Limited,30,20,30,30,20,Yes,1,2002,No,2010,6,No,Secondary,Yes ? fu,No,thought marketing of electronics,5239,85,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,60,20,,0,DON?T KN,No,No,21,< 10 Years,< 10 Years,NW
589140,2014,Abia,Hotel & Restaurants,"Yes, scr",Small >=,Medium >,No,DOES NOT,OTHER (S,100,100,0,0,0,Yes,60,1994,Yes,1994,30,Yes,Graduate,No,No,Hotel and Restaurant,5510,70,,,,No,No,No,No,No,No,No,Yes,,70,100,,0,DON?T KN,No,No,29,< 10 Years,30 - 49 Years,SE
589144,2014,Abuja,Retail,"No, scre",Small >=,Small >=,No,DOES NOT,OTHER (S,100,100,0,0,0,Yes,70,1996,No,1996,18,Yes,Graduate,Yes ? fu,No,sales of process food,5220,70,,,,No,No,No,Yes,No,Yes,No,Yes,,DON?T KNOW (,DON?T KN,,0,DON?T KN,No,No,27,< 10 Years,10 - 20 Years,NC
589160,2014,Anambra,Hotel & Restaurants,"Yes, scr",Large >=,Small >=,No,HQ witho,DON?T KN,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,Yes,DON?T KN,1995,Yes,1995,21,No,Vocation,Yes ? fu,Yes,room reservation,5510,100,,,,Yes,DON?T KN,Yes,Yes,Yes,No,DON?T KN,DON?T KN,,DON?T KNOW (,DON?T KN,,0,DON?T KN,DON?T KN,DON?T KN,28,< 10 Years,20 - 29 Years,SE
589172,2014,Cross river,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,Yes,HQ with,Partners,30,100,0,0,0,Yes,5,2010,Yes,2010,6,Yes,Graduate,Yes ? Pa,No,food,5520,85,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,50,40,,100,DON?T KN,No,No,13,< 10 Years,< 10 Years,SS
589176,2014,Cross river,Transportation,"No, does",Small >=,Medium >,Yes,HQ witho,Partners,70,80,0,20,0,Yes,15,1985,Yes,1985,25,No,Graduate,Yes ? Pa,No,transport,6022,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,80,60,,40,DON?T KN,No,No,38,30 - 49 Years,20 - 29 Years,SS
589185,2014,Enugu,Transportation,"No, scre",Large >=,Large >=,Yes,HQ witho,Limited,20,90,0,10,0,Yes,20,1952,Yes,1952,15,No,Graduate,No,No,transportation service,6022,80,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,50,20,,50,DON?T KN,No,No,71,> 70 Years,10 - 20 Years,SE
589209,2014,Lagos,Transportation,"No, does",Medium >,Medium >,No,DOES NOT,Limited,80,100,0,0,0,Yes,2,1997,Yes,1997,16,No,Secondary,Yes ? fu,Yes,road transportation,6023,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,100,100,,4,DON?T KN,No,Yes,26,< 10 Years,10 - 20 Years,SW
589213,2014,Lagos,Transportation,"No, does",Large >=,Large >=,No,HQ with,Limited,100,DON?T KN,DON?T KN,DON?T KN,DON?T KN,Yes,2,1998,Yes,1998,,Yes,Graduate,Yes ? fu,No,Transportation,6022,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,6,100,,90,DON?T KN,No,Yes,25,< 10 Years,,SW
589235,2014,Anambra,Retail,"Yes, scr",Small >=,Small >=,No,HQ witho,Partners,60,100,0,0,0,Yes,50,2000,No,2013,7,No,Secondary,Yes ? fu,No,sales of soft drinks,5220,50,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,50,,,50,10,DON?T KN,,Yes,23,< 10 Years,< 10 Years,SE
589259,2014,Anambra,Transportation,"No, does",Large >=,Large >=,Yes,DOES NOT,Shareholders,50,25,25,0,50,Yes,25,1998,Yes,1998,15,No,Graduate,Yes ? Pa,Yes,Transportation,6021,85,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,65,65,,55,DON?T KN,DON?T KN,Yes,25,< 10 Years,10 - 20 Years,SE
589295,2014,Kaduna,Retail,"Yes, scr",Small >=,Small >=,No,HQ with,Partners,50,0,0,50,50,Yes,5,1999,No,1999,15,Yes,Vocation,Yes ? fu,No,Provision store,5220,10,50,50,No,Yes,Yes,No,No,No,Yes,No,Yes,0,,,0,0,DON?T KN,,No,24,< 10 Years,10 - 20 Years,NW
589322,2014,Gombe,Metal Fabrications,"Yes, scr",Small >=,Small >=,No,HQ with,Partners,,50,0,0,50,Yes,20,1997,Yes,1997,17,No,Secondary,Yes ? Pa,No,alluminium windows produce and sale,2811,70,100,0,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,80,,,80,100,,,Yes,26,< 10 Years,10 - 20 Years,NE
589360,2014,Kebbi,Food,"Yes, scr",Medium >,Medium >,No,HQ with,Shareholders,65,100,0,0,0,Yes,35,2004,Yes,2004,2,No,Graduate,Yes ? Pa,No,bottle water,1554,60,100,0,No,No,Yes,No,Yes,Yes,Yes,No,Yes,60,,,40,100,,,Yes,19,< 10 Years,< 10 Years,NW
589375,2014,Kwara,Food,"Yes, scr",Large >=,Large >=,Yes,HQ with,Limited,35,25,25,0,50,Yes,15,,DON?T KN,DON?T KN,7,No,Graduate,No,Yes,beverages production,1554,100,60,40,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,70,,,30,25,,,Yes,,NA,< 10 Years,NC
