WEB STD FIRMID,Survey Year,Screening Region,Industrial sector,Sector Match,Biz Size,Screener Size,Part of Large Firm,Type of Establishment,Ownership Structure,Share Largest Owner,Share Private Dom. Individ,Share Private Forgn Indvid,Share Govt,Share Others,Female member ownership,Female Member Share,Year established,Formally Registered Biz,Year Registered,Mgrs Working Expr,Female Top Mgr,Top Mgr Educ Levl,Top Mangerial Ownership,International Certification,Main Products,First Product ISIC code,Percent of sales of First Product,Percentage of Domestic Input,Percentage of Foreign Inputs,Foreign Technology Used,Product Improvement,Method Improvement,Any new service,Process Improvement,New Organizational structure,New Marketing Method,R&D expendture,Employee New Idea,Capacity Utilization,Sales,sales and service,Output,eqpt expd,Overdraft,Govt Financing,Line of Credit from Bank,Age of Firm,AgeCat Firm,Mgr wkg exp Cat,Geopolitical Zone
589556,2014,Kwara,Hotel & Restaurants,"No, does",Medium >,Medium >,Yes,HQ witho,Sole Proprietorship,,0,100,0,0,No,,2009,Yes,2009,5,No,Graduate,No,Yes,accomodation and event feeding,5510,80,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,80,20,,20,,No,No,14,< 10 Years,< 10 Years,NC
589605,2014,Zamfara,Hotel & Restaurants,"No, scre",Medium >,Medium >,No,Establis,Limited,60,40,60,0,0,No,,,Yes,1960,20,No,Graduate,No,No,restaurant Services,5520,DON?T KN,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,DON?T KNOW (,DON?T KN,,,,No,No,,NA,20 - 29 Years,NW
589614,2014,Katsina,Basic me,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,30,20,50,0,No,,2012,No,2011,,No,Vocation,No,No,welding of desk for schools,2731,40,30,70,No,No,Yes,No,No,Yes,Yes,No,No,20,,,30,,Yes,,Yes,11,< 10 Years,,NW
589649,2014,Ogun,Non Metal Fabrications,"Yes, scr",Medium >,Small >=,No,HQ with,Shareholders,100,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,2007,No,2005,6,No,Primary,Yes ? fu,No,block making,2695,60,70,30,No,No,No,No,No,No,No,No,No,DON?T KN,,,DON?T KN,,,,No,16,< 10 Years,< 10 Years,SW
589634,2014,Ogun,Food,"Yes, scr",Small >=,Small >=,No,HQ with,DON?T KN,,0,0,0,100,No,,1984,Yes,1984,3,No,Primary,Yes ? fu,No,bread,1541,100,70,30,No,No,Yes,No,No,No,No,No,No,DON?T KN,,,DON?T KN,,,,No,39,30 - 49 Years,< 10 Years,SW
589630,2014,Ogun,Metal Fabrications,"No, scre",Small >=,Small >=,No,Establis,DON?T KN,100,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,2001,No,2013,19,No,Primary,Yes ? fu,Yes,door and gate,2811,75,DON?T KN,DON?T KN,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,75,,,DON?T KN,DON?T KN,,,No,22,< 10 Years,10 - 20 Years,SW
589664,2014,Ogun,'Furniture',"No, scre",Large >=,Large >=,Yes,Establis,Shareholders,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,,,,DON?T KN,DON?T KN,,DON?T KN,NA,DON?T KN,DON?T KN,bed,3610,60,40,60,DON?T KN,Yes,Yes,Yes,Yes,Yes,Yes,DON?T KN,Yes,100,,,100,DON?T KN,,,DON?T KN,,NA,,SW
589635,2014,Ogun,Non Metal Fabrications,"Yes, scr",Small >=,Small >=,No,HQ with,Shareholders,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,2000,Yes,2000,2,Yes,Secondary,No,No,block making,2695,80,20,80,No,No,No,Yes,No,No,No,No,No,DON?T KN,,,DON?T KN,0,,,No,23,< 10 Years,< 10 Years,SW
589654,2014,Ogun,Food,"Yes, scr",Medium >,Small >=,No,HQ with,Shareholders,70,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,2000,Yes,2000,3,No,Graduate,Yes ? Pa,No,snacks(biscuit),1549,100,DON?T KN,DON?T KN,No,No,No,No,No,No,No,No,Yes,DON?T KN,,,DON?T KN,DON?T KN,,,No,23,< 10 Years,< 10 Years,SW
589659,2014,Ogun,Metal Fabrications,"Yes, scr",Medium >,Medium >,No,HQ with,DON?T KN,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,,,,DON?T KN,DON?T KN,,DON?T KN,NA,DON?T KN,DON?T KN,metals,2899,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,,,DON?T KN,,DON?T KN,,DON?T KN,,NA,,SW
589660,2014,Ogun,Food,"Yes, scr",Medium >,Medium >,Yes,HQ witho,DON?T KN,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,,Yes,2000,,No,Graduate,No,No,bread,1541,100,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,,,DON?T KN,,DON?T KN,,DON?T KN,,NA,,SW
589657,2014,Ogun,Food,"Yes, scr",Large >=,Small >=,No,DOES NOT,DON?T KN,100,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,1994,No,2012,20,No,Primary,Yes ? fu,No,bread making,1541,DON?T KN,DON?T KN,DON?T KN,No,No,No,No,No,No,No,No,No,DON?T KN,,,DON?T KN,,,,No,29,< 10 Years,20 - 29 Years,SW
588894,2014,Sokoto,Garments,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,40,30,0,30,No,,1999,No,1999,,No,Graduate,Yes ? fu,No,new fashion design,1810,DON?T KN,DON?T KN,DON?T KN,No,Yes,Yes,No,No,Yes,No,No,Yes,DON?T KN,,,DON?T KN,0,No,,No,24,< 10 Years,,NW
588896,2014,Abuja,Basic me,"No, does",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,0,0,0,100,No,,1998,No,2002,14,No,Secondary,No,No,manufacturing of iron design,2731,40,100,0,No,Yes,No,No,No,No,Yes,No,No,100,,,100,50,DON?T KN,,No,25,< 10 Years,10 - 20 Years,NC
588897,2014,Abuja,Leather,"No, does",Small >=,Small >=,Yes,DOES NOT,Partners,75,0,0,0,100,No,,2002,No,2002,25,No,Secondary,Yes ? fu,No,Shoe Manufacturing and Sales,1912,100,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,100,,,100,100,DON?T KN,,No,21,< 10 Years,20 - 29 Years,NC
588907,2014,Sokoto,Garments,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,50,30,0,20,No,,1995,No,1994,20,No,Graduate,Yes ? fu,Yes,production of native wears,1810,40,DON?T KN,DON?T KN,No,Yes,No,Yes,Yes,Yes,No,No,Yes,DON?T KN,,,DON?T KN,DON?T KN,No,,No,28,< 10 Years,20 - 29 Years,NW
588915,2014,Anambra,Garments,"Yes, scr",Medium >,Small >=,No,DOES NOT,Sole Proprietorship,,0,50,0,50,No,,,No,DON?T KN,20,No,Graduate,Yes ? fu,No,manufacturing of garments,1810,80,30,70,DON?T KN,No,No,Yes,Yes,Yes,No,No,No,DON?T KN,,,DON?T KN,,,,No,,NA,20 - 29 Years,SE
588919,2014,Anambra,Leather,"No, does",Large >=,Medium >,Yes,HQ with,Partners,,30,20,0,50,No,,1985,No,1993,5,No,Secondary,Yes ? Pa,No,Manufacturing of slippers and shoes,1912,100,DON?T KN,DON?T KN,No,DON?T KN,DON?T KN,DON?T KN,No,No,DON?T KN,DON?T KN,DON?T KN,DON?T KN,,,DON?T KN,,DON?T KN,,No,38,30 - 49 Years,< 10 Years,SE
588932,2014,Anambra,Textiles,"No, does",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,50,0,0,50,No,,1995,No,1995,21,Yes,Secondary,Yes ? fu,No,Production of nylons,1711,DON?T KN,100,0,No,No,No,No,No,No,No,No,Yes,50,,,50,50,No,,No,28,< 10 Years,20 - 29 Years,SE
588935,2014,Anambra,Retail,"No, does",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,70,70,0,0,30,No,,1999,Yes,1999,20,No,Secondary,Yes ? fu,No,selling of electronic wares.,5239,100,50,50,No,No,No,No,No,No,No,No,No,60,,,60,0,No,,Yes,24,< 10 Years,20 - 29 Years,SE
589652,2014,Ogun,Garments,"Yes, scr",Micro <5,Medium >,No,HQ with,Limited,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,2000,No,2000,15,No,Secondary,Yes ? fu,No,fashion desiner,1810,70,DON?T KN,DON?T KN,No,No,No,No,No,No,No,No,No,DON?T KN,,,DON?T KN,,DON?T KN,,DON?T KN,23,< 10 Years,10 - 20 Years,SW
588968,2014,Kaduna,Food,"Yes, scr",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,0,0,0,100,No,,1992,DON?T KN,1992,5,No,Vocation,No,No,the sales of all oyr product,1549,100,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,50,,,50,90,DON?T KN,,Yes,31,30 - 49 Years,< 10 Years,NW
588978,2014,Kaduna,Wholesales,"No, does",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,0,0,0,100,No,,1990,No,2001,7,No,Secondary,No,No,selling of goods in wholesales,5190,50,80,20,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,50,,,DON?T KN,0,No,,No,33,30 - 49 Years,< 10 Years,NW
588980,2014,Kaduna,'Furniture',"No, does",Micro <5,Small >=,No,HQ with,Limited,93,0,0,0,100,No,,2004,No,2007,10,No,Secondary,Yes ? Pa,No,bed and set of chairs,3610,70,30,70,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DON?T KN,,,40,0,Yes,,No,19,< 10 Years,10 - 20 Years,NW
588981,2014,Kaduna,Machiner,"No, does",Medium >,Small >=,Yes,HQ witho,Partners,50,50,0,0,50,No,,1998,Yes,1998,7,No,Graduate,Yes ? Pa,No,grinding machines,2919,60,60,40,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,60,,,10,40,DON?T KN,,Yes,25,< 10 Years,< 10 Years,NW
588991,2014,Kaduna,Basic me,"No, does",Medium >,Medium >,Yes,HQ witho,Sole Proprietorship,100,0,0,0,100,No,,2006,No,2007,19,No,Secondary,No,Yes,Production of iron rods,2731,80,40,60,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40,,,40,100,DON?T KN,,Yes,17,< 10 Years,10 - 20 Years,NW
588994,2014,Kano,Retail,"No, does",Medium >,Medium >,No,DOES NOT,Sole Proprietorship,100,30,20,30,20,No,,2003,Yes,2003,6,No,Secondary,Yes ? fu,No,sales of farming chemicals,5239,80,50,50,No,No,No,No,Yes,No,Yes,No,No,35,,,40,0,DON?T KN,,No,20,< 10 Years,< 10 Years,NW
588998,2014,Kano,'Furniture',"No, does",Medium >,Medium >,Yes,HQ with,Sole Proprietorship,100,25,25,20,30,No,,1980,Yes,1980,12,No,Graduate,Yes ? fu,No,furniture manufacturing,3610,60,70,30,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,50,,,30,20,DON?T KN,,No,43,30 - 49 Years,10 - 20 Years,NW
589000,2014,Kano,'Furniture',"No, scre",Small >=,Small >=,No,HQ with,Sole Proprietorship,100,20,10,20,50,No,,2000,No,2000,14,No,Vocation,Yes ? fu,No,"MANUFACTURING OF CUSHIONS, TABLE, ROOM DIVIDERS, CUPBOARD, BED, DOOR AND WALLDROP.",3610,30,100,0,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,30,,,50,60,No,,No,23,< 10 Years,10 - 20 Years,NW
589001,2014,Kano,Metal Fabrications,"Yes, scr",Micro <5,Small >=,Yes,DOES NOT,Sole Proprietorship,100,30,20,20,30,No,,2001,No,2001,10,No,Secondary,Yes ? fu,No,metal construction,2811,80,40,60,No,No,Yes,No,No,No,No,No,No,50,,,40,0,DON?T KN,,No,22,< 10 Years,10 - 20 Years,NW
589002,2014,Kano,'Furniture',"No, scre",Medium >,Medium >,Yes,HQ with,Limited,30,50,0,0,50,No,,2006,No,2007,7,No,Graduate,Yes ? fu,No,wood and furniture,3610,100,60,40,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,50,,,DON?T KN,0,DON?T KN,,No,17,< 10 Years,< 10 Years,NW
589009,2014,Kano,Textiles,"Yes, scr",Large >=,Large >=,Yes,HQ with,Partners,100,30,30,20,20,No,,1997,Yes,1997,8,No,Graduate,Yes ? fu,No,textile manufacturing,1711,80,80,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,70,,,30,20,,,No,26,< 10 Years,< 10 Years,NW
589631,2014,Ogun,'Furniture',"Yes, scr",Micro <5,Small >=,No,Establis,DON?T KN,100,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,2011,No,2010,7,No,Primary,Yes ? fu,No,chair,3610,70,75,25,No,Yes,Yes,No,No,No,Yes,No,Yes,DON?T KN,,,DON?T KN,DON?T KN,No,,No,12,< 10 Years,< 10 Years,SW
589260,2014,Anambra,Food,"Yes, scr",Medium >,Medium >,No,DOES NOT,Partners,45,45,30,0,25,No,,2004,Yes,2004,15,No,Graduate,Yes ? Pa,No,cooking of food and baking of snacks.,1549,80,100,0,No,Yes,No,No,No,No,Yes,No,Yes,85,,,85,,,,No,19,< 10 Years,10 - 20 Years,SE
589321,2014,Gombe,'Furniture',"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,60,5,5,30,No,,2009,Yes,2009,,No,Secondary,No,No,"chair,table,and house furniture",3610,80,60,40,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,50,,,DON?T KN,0,,,No,14,< 10 Years,,NE
589323,2014,Gombe,Metal Fabrications,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,1988,Yes,1988,26,No,Secondary,Yes ? fu,No,production of  alluminium metal doors and windows,2811,50,DON?T KN,DON?T KN,No,No,No,No,No,DON?T KN,No,No,No,20,,,30,,No,,No,35,30 - 49 Years,20 - 29 Years,NE
589325,2014,Gombe,Non Metal Fabrications,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,40,20,0,40,No,,1996,Yes,1996,,No,Primary,Yes ? fu,No,production of househoold dining tables and funiture seat,2610,60,DON?T KN,DON?T KN,No,Yes,Yes,Yes,No,No,No,No,No,20,,,40,,No,,No,27,< 10 Years,,NE
589326,2014,Gombe,Non Metal Fabrications,"Yes, scr",Medium >,Medium >,No,HQ with,Sole Proprietorship,,80,0,5,15,No,,1989,No,2000,30,No,Secondary,Yes ? fu,No,building blocks and brick manufacturing,2695,100,80,20,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,60,,,40,,,,No,34,30 - 49 Years,30 - 49 Years,NE
589327,2014,Gombe,Garments,"Yes, scr",Medium >,Medium >,No,HQ with,Partners,45,45,15,20,20,No,,2000,No,2005,16,No,Graduate,Yes ? fu,No,Garment manufacturing,1810,50,15,85,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,25,,,25,45,,,No,23,< 10 Years,10 - 20 Years,NE
589330,2014,Jigawa,Food,"No, scre",Small >=,Small >=,No,HQ witho,Sole Proprietorship,,20,20,20,40,No,,2001,Yes,2001,7,No,Secondary,Yes ? fu,No,prodution of table water,1554,20,50,50,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,20,,,30,10,No,,No,22,< 10 Years,< 10 Years,NW
589332,2014,Jigawa,Non Metal Fabrications,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,0,0,0,100,No,,2005,Yes,2005,17,No,Secondary,Yes ? fu,No,Manufacturing of blocks,2695,85,100,0,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,80,,,80,30,,,No,18,< 10 Years,10 - 20 Years,NW
589334,2014,Jigawa,'Furniture',"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,80,5,5,10,No,,2004,No,2003,10,No,Secondary,Yes ? fu,No,woods and furniture manufacturing,3610,100,50,50,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,20,,,15,12,,,No,19,< 10 Years,10 - 20 Years,NW
589336,2014,Jigawa,Food,"Yes, scr",Small >=,Medium >,No,HQ with,Shareholders,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,2001,No,2009,,No,Graduate,Yes ? fu,No,bread,1541,80,DON?T KN,DON?T KN,No,No,No,No,No,No,No,No,No,DON?T KN,,,DON?T KN,,No,,No,22,< 10 Years,,NW
589337,2014,Jigawa,Plastics,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,0,0,0,100,No,,1999,Yes,1999,15,No,Secondary,Yes ? fu,No,plastic production,2520,85,100,0,No,No,Yes,Yes,No,No,Yes,No,Yes,70,,,20,50,,,No,24,< 10 Years,10 - 20 Years,NW
589340,2014,Jigawa,Food,"Yes, scr",Micro <5,Micro <5,Yes,HQ with,Shareholders,100,0,0,0,100,No,,1999,Yes,1999,,No,Graduate,No,No,bread,1541,60,DON?T KN,DON?T KN,No,DON?T KN,DON?T KN,Yes,No,DON?T KN,DON?T KN,DON?T KN,DON?T KN,DON?T KN,,,DON?T KN,,DON?T KN,,DON?T KN,24,< 10 Years,,NW
589342,2014,Jigawa,Food,"Yes, scr",Medium >,Small >=,No,HQ with,Sole Proprietorship,,0,0,0,100,No,,1987,Yes,1987,26,No,Secondary,Yes ? fu,Yes,manufacture of bread,1541,90,80,20,No,Yes,Yes,No,DON?T KN,No,Yes,No,Yes,75,,,70,,,,No,36,30 - 49 Years,20 - 29 Years,NW
589355,2014,Kebbi,Textiles,"Yes, scr",Small >=,Small >=,No,DOES NOT,Partners,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,1985,Yes,1985,10,No,Secondary,Yes ? Pa,No,textile materials such as furniture clothings,1721,40,90,10,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,99,,,99,DON?T KN,,,No,38,30 - 49 Years,10 - 20 Years,NW
589356,2014,Kebbi,'Furniture',"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,1994,No,2000,16,No,Vocation,Yes ? fu,No,"interior decoration, office furniture and silver deviders",3610,70,70,30,Yes,Yes,Yes,Yes,Yes,No,No,No,No,90,,,95,100,,,No,29,< 10 Years,10 - 20 Years,NW
589361,2014,Kebbi,Garments,"No, scre",Medium >,Small >=,No,DOES NOT,Partners,60,20,20,0,60,No,,1991,Yes,1991,10,No,Vocation,Yes ? Pa,No,"english wears such as cooperate wears,shoes n baby clothing",1810,40,60,40,No,Yes,Yes,Yes,No,No,Yes,No,Yes,98,,,98,,,,No,32,30 - 49 Years,10 - 20 Years,NW
589363,2014,Kebbi,Non Metal Fabrications,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,0,0,0,100,No,,1984,No,2004,30,No,Vocation,Yes ? fu,No,manufacturing of already made blocks,2695,80,80,20,No,No,Yes,Yes,No,No,Yes,Yes,No,100,,,100,,,,No,39,30 - 49 Years,30 - 49 Years,NW
589365,2014,Kebbi,Food,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,1989,Yes,1989,15,No,Graduate,Yes ? fu,No,bread production,1541,90,60,40,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,70,,,97,,,,No,34,30 - 49 Years,10 - 20 Years,NW
589366,2014,Kebbi,Food,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,0,0,0,100,No,,2001,Yes,2001,10,No,Graduate,Yes ? fu,No,bread,1541,100,100,0,No,Yes,Yes,Yes,No,No,Yes,No,Yes,90,,,90,0,,,No,22,< 10 Years,10 - 20 Years,NW
589369,2014,Kebbi,'Furniture',"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,,0,0,0,100,No,,2006,Yes,2006,15,No,Vocation,Yes ? fu,No,wood,3610,70,100,0,No,Yes,Yes,No,No,No,No,No,No,60,,,40,,No,,No,17,< 10 Years,10 - 20 Years,NW
589370,2014,Kwara,Food,"Yes, scr",Large >=,Large >=,Yes,HQ with,Partners,40,40,30,0,30,No,,2005,Yes,2005,4,No,Graduate,No,DON?T KN,flour and wheat,1531,100,60,40,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,100,,,100,30,,,No,18,< 10 Years,< 10 Years,NC
589386,2014,Nasarawa,'Furniture',"No, scre",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,0,0,0,100,No,,1997,No,1997,22,No,Secondary,Yes ? fu,No,cushions beds and kitchen cabinet,3610,80,100,0,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,60,,,20,,,,No,26,< 10 Years,20 - 29 Years,Others
589387,2014,Nasarawa,Metal Fabrications,"Yes, scr",Medium >,Small >=,No,HQ witho,Sole Proprietorship,,0,0,0,100,No,,2006,Yes,2005,9,No,Secondary,Yes ? fu,No,allminum windows produce and sale,2811,75,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,60,,,30,25,No,,No,17,< 10 Years,< 10 Years,Others
589388,2014,Nasarawa,Textiles,"No, scre",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,0,0,0,100,No,,2001,No,1999,29,No,Secondary,Yes ? fu,No,sewing cloths,1712,80,100,0,No,No,Yes,Yes,No,No,No,No,Yes,60,,,60,,No,,No,22,< 10 Years,20 - 29 Years,Others
589390,2014,Nasarawa,Wood,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,50,0,30,20,No,,2012,Yes,2012,15,No,Primary,Yes ? fu,No,wood,2029,2,100,0,No,Yes,Yes,No,No,No,No,No,No,30,,,30,,No,,No,11,< 10 Years,10 - 20 Years,Others
589391,2014,Nasarawa,Publishings,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,50,0,20,30,No,,2006,No,2008,6,No,Secondary,Yes ? fu,No,Printing caleders,2221,1,50,50,No,Yes,Yes,No,Yes,No,No,No,No,2,,,2,,No,,No,17,< 10 Years,< 10 Years,Others
589392,2014,Nasarawa,Basic me,"No, scre",Medium >,Small >=,No,HQ witho,Sole Proprietorship,,0,0,0,100,No,,2002,Yes,2002,6,No,Vocation,Yes ? fu,No,metal,2710,100,60,40,No,No,No,Yes,No,Yes,Yes,No,Yes,60,,,30,60,No,,No,21,< 10 Years,< 10 Years,Others
589395,2014,Nasarawa,Metal Fabrications,"No, scre",Medium >,Small >=,Yes,HQ with,Sole Proprietorship,,50,30,10,10,No,,2001,Yes,2001,25,No,Secondary,Yes ? fu,No,boglary doors,2811,20,50,50,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,8,,,5,10,No,,No,22,< 10 Years,20 - 29 Years,Others
589399,2014,Niger,'Furniture',"Yes, scr",Medium >,Medium >,No,HQ with,Partners,100,0,0,0,100,No,,1982,Yes,1982,32,No,Vocation,Yes ? Pa,No,furnitures,3610,100,100,0,No,No,Yes,Yes,Yes,Yes,Yes,No,No,100,,,100,,,,No,41,30 - 49 Years,30 - 49 Years,NC
589407,2014,Niger,'Furniture',"No, scre",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,0,0,0,100,No,,1994,Yes,1994,20,No,Secondary,Yes ? fu,No,furniture,3610,DON?T KN,100,0,No,Yes,No,Yes,Yes,No,Yes,No,No,90,,,90,,,,No,29,< 10 Years,20 - 29 Years,NC
589408,2014,Niger,Non Metal Fabrications,"Yes, scr",Medium >,Medium >,Yes,HQ with,Sole Proprietorship,,0,0,0,100,No,,1990,Yes,1990,24,Yes,Secondary,Yes ? fu,No,block industry,2695,100,100,0,No,No,No,No,No,No,No,No,No,100,,,100,,,,No,33,30 - 49 Years,20 - 29 Years,NC
589410,2014,Niger,Garments,"Yes, scr",Small >=,Small >=,No,HQ with,Shareholders,10,70,10,10,10,No,,2002,Yes,2002,13,No,Secondary,Yes ? fu,No,designing,1810,20,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,35,,,15,0,,,No,21,< 10 Years,10 - 20 Years,NC
589411,2014,Niger,Non Metal Fabrications,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,0,0,0,100,No,,2001,Yes,2001,13,No,Secondary,Yes ? fu,No,cement blocks,2695,100,100,0,Yes,No,No,No,Yes,No,Yes,No,Yes,90,,,90,,,,No,22,< 10 Years,10 - 20 Years,NC
589415,2014,Oyo,Metal Fabrications,"Yes, scr",Medium >,Medium >,Yes,DOES NOT,Sole Proprietorship,100,0,0,0,100,No,,2001,Yes,2001,5,No,Vocation,No,No,aluminium windows,2811,60,70,30,DON?T KN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,95,,,100,0,DON?T KN,,No,22,< 10 Years,< 10 Years,SW
589419,2014,Oyo,'Furniture',"No, does",Medium >,Medium >,Yes,DOES NOT,Sole Proprietorship,100,0,0,0,100,No,,2001,Yes,2001,5,No,Secondary,No,No,wooden chairs,3610,50,75,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,90,,,90,0,DON?T KN,,No,22,< 10 Years,< 10 Years,SW
589424,2014,Oyo,Retail,"No, does",Large >=,Medium >,Yes,DOES NOT,Limited,100,0,0,0,100,No,,2001,Yes,2001,,No,NA,Yes ? fu,No,sales of plastic chairs,5233,70,60,40,No,No,No,Yes,Yes,Yes,Yes,DON?T KN,No,100,,,0,0,DON?T KN,,No,22,< 10 Years,,SW
589426,2014,Oyo,Constructions,"No, scre",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,0,0,0,100,No,,,Yes,2006,6,No,NA,Yes ? fu,Yes,constroction tap water,4530,100,100,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DON?T KN,,,100,0,DON?T KN,,No,,NA,< 10 Years,SW
589431,2014,Oyo,Food,"Yes, scr",Small >=,Small >=,No,DOES NOT,DON?T KN,100,0,0,0,100,No,,2005,Yes,2005,7,No,Secondary,No,No,manufacturing sachet water,1541,100,90,10,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,60,,,40,0,,,No,18,< 10 Years,< 10 Years,SW
589434,2014,Oyo,Chemical,"Yes, scr",Large >=,Large >=,Yes,Establis,Shareholders,55,0,0,0,100,,,1993,No,1999,3,No,Vocation,No,Yes,"diapers,bonux detergent",2424,45,20,80,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,85,,,85,100,DON?T KN,,DON?T KN,30,30 - 49 Years,< 10 Years,SW
589436,2014,Oyo,Food,"Yes, scr",Large >=,Large >=,Yes,DOES NOT,Shareholders,,0,0,0,100,,,1983,Yes,1983,7,No,Vocation,No,No,biscuit production,1543,50,70,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,95,,,100,0,Yes,,No,40,30 - 49 Years,< 10 Years,SW
589437,2014,Oyo,Food,"Yes, scr",Large >=,Large >=,Yes,HQ with,Shareholders,,0,0,0,100,,,1980,Yes,1980,5,No,Graduate,No,DON?T KN,"palm kernel oil,soya oil",1514,55,90,10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,100,,,100,80,DON?T KN,,Yes,43,30 - 49 Years,< 10 Years,SW
589438,2014,Oyo,Metal Fabrications,"No, does",Medium >,Medium >,Yes,DOES NOT,Sole Proprietorship,100,0,0,0,100,No,,1978,Yes,1978,4,No,Graduate,No,No,aluminium doors,2811,60,100,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,90,,,90,0,DON?T KN,,Yes,45,30 - 49 Years,< 10 Years,SW
