UNITID,CONTROL,SAT_AVG,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,TUITIONFEE_IN,TUITIONFEE_OUT,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,PCTPELL,C150_4,PFTFTUG1_EF,RET_FT4,RET_PT4,C200_4_POOLED,PCTFLOAN
185590,1,1085,16477,0.405,0.1404,0.3031,0.0619,0.0013,0.0022,0.0291,0.0135,0.0433,13073,21033,9306,10160,10269,0.3549,0.4431,0.6703,0.6732,0.8015,0.4194,0.6715,0.5433
185828,1,1292,8126,0.3405,0.0853,0.2186,0.2291,0.0015,0.0004,0.0332,0.0581,0.0333,17674,33386,14719,14519,12676,0.5587,0.3697,0.6719,0.6056,0.8802,0.5455,0.6649,0.4311
186371,1,1072,5626,0.4415,0.1806,0.1749,0.1072,0.002,0.0023,0.0425,0.027,0.022,15264,31500,14220,15061,12084,0.4355,0.4638,0.6457,0.4801,0.847,0.75,0.6128,0.6416
186380,1,1322,35760,0.3605,0.0635,0.1292,0.2895,0.0004,0.0021,0.037,0.0987,0.019,15407,32189,14284,17030,12339,0.5751,0.291,0.8384,0.7477,0.9275,1,0.8193,0.4717
186399,1,1111,9037,0.2048,0.1867,0.2889,0.169,0.0008,0.0028,0.0289,0.0892,0.029,14826,31608,19435,14180,14192,0.5782,0.5378,0.69,0.5338,0.83,0.25,0.6948,0.46
186876,1,1119,8873,0.6459,0.0863,0.1481,0.0674,0.0021,0.0014,0.0321,0.0062,0.0105,14048,21336,8967,7518,9488,0.5131,0.4004,0.7731,0.5779,0.834,0,0.7354,0.6391
187134,1,1267,6747,0.6181,0.0563,0.147,0.1159,0.0012,0.0012,0.0132,0.0056,0.0415,16923,28901,13347,12556,10512,0.458,0.1714,0.8575,0.8576,0.9258,0,0.8764,0.519
187648,1,1028,3292,0.3952,0.0577,0.4286,0.0094,0.0213,0.0076,0.0279,0.0234,0.0289,6450,8448,4574,5913,7128,0.7023,0.3136,0.3639,0.5446,0.6309,0.5714,0.342,0.2647
187985,1,1120,16170,0.3088,0.0246,0.4965,0.0404,0.053,0.0022,0.0354,0.0257,0.0134,7875,23292,6487,12578,9397,0.6836,0.3578,0.5373,0.7124,0.7733,0.386,0.5095,0.3105
188030,1,1061,11153,0.2486,0.0232,0.6275,0.0125,0.023,0.0016,0.0202,0.0312,0.0123,7087,23076,4589,13205,8969,0.7389,0.4558,0.4818,0.7957,0.7478,0.4286,0.493,0.3714
190512,1,1260,15066,0.1987,0.0866,0.2558,0.3361,0.0013,0.0014,0.0215,0.0986,0,7462,15412,6736,10518,11660,0.4463,0.4774,0.6988,0.574,0.8906,0.9,0.7034,0.0964
190549,1,1130,13953,0.2779,0.1972,0.2503,0.2139,0.0021,0.0013,0.0247,0.0326,0,7440,15390,4076,10327,11188,0.3812,0.5379,0.5393,0.4833,0.7998,0.5,0.5841,0.1162
190567,1,1145,12359,0.1291,0.1516,0.3838,0.2472,0.0015,0.0014,0.0242,0.0612,0,7340,15290,4516,18467,11963,0.3889,0.549,0.5618,0.6314,0.8415,0.7692,0.5403,0.113
190594,1,1260,16081,0.2098,0.0948,0.3211,0.2904,0.0017,0.0019,0.0271,0.0534,0,7382,15332,5650,12289,11678,0.3115,0.5036,0.5721,0.5945,0.8123,0.5556,0.5651,0.0957
190600,1,1055,13290,0.1475,0.1633,0.5155,0.1129,0.0038,0.0027,0.0226,0.0318,0,7470,15420,3922,11658,10939,0.3407,0.5576,0.5151,0.4996,0.8018,0.4286,0.4956,0.1112
190637,1,1070,11797,0.0489,0.2622,0.5816,0.0613,0.0019,0.0019,0.0116,0.0307,0,7410,15360,3822,11232,10572,0.37,0.5631,0.5292,0.2929,0.8251,0.7,0.4963,0.1809
190664,1,1120,15907,0.2294,0.0901,0.3028,0.2945,0.0036,0.0037,0.0231,0.0527,0,7538,15488,4839,10233,11046,0.3813,0.4669,0.563,0.5137,0.8187,0.6471,0.6062,0.0985
190691,1,960,6910,0.048,0.3867,0.2696,0.2103,0.0117,0.0054,0.0285,0.0398,0,7358,15308,3387,10845,10661,0.3144,0.4738,0.3497,0.5723,0.6233,0.5,0.3564,0.0756
196015,1,1022,3141,0.6578,0.1331,0.113,0.0131,0.0156,0.0003,0.0264,0.0159,0.0248,8650,12580,4419,10084,6718,0.5905,0.5669,0.4662,0.6939,0.6993,0,0.3989,0.7242
196033,1,1007,2198,0.6956,0.1142,0.1156,0.0159,0.0036,0.0005,0.0318,0.0132,0.0096,8884,18794,4819,11165,6789,0.7211,0.506,0.4411,0.7273,0.7744,0,0.5254,0.5931
196042,1,1076,9400,0.5263,0.0948,0.2332,0.0943,0.0023,0.0016,0.0267,0.0173,0.0035,8538,18448,5506,10153,8392,0.3223,0.3376,0.5208,0.5719,0.8006,0.75,0.5473,0.2924
196060,1,1177,13153,0.4356,0.1921,0.1765,0.0854,0.0022,0.0008,0.0363,0.0499,0.0213,10176,27766,7061,14005,9870,0.5963,0.4208,0.6291,0.6628,0.7964,0,0.6607,0.5729
196079,1,1370,14156,0.5795,0.0468,0.1194,0.1468,0.0005,0.0003,0.0288,0.065,0.0131,10201,27791,8348,11986,9973,0.6954,0.28,0.8159,0.7414,0.8987,0.9302,0.8356,0.4346
196088,1,1254,21760,0.4754,0.084,0.0731,0.1547,0.0035,0.0007,0.0222,0.1403,0.046,10524,28194,9530,16073,10735,0.6373,0.3322,0.7519,0.7083,0.8631,0.6,0.7638,0.4684
196097,1,1337,17767,0.3029,0.0683,0.127,0.2716,0.0006,0.0006,0.0262,0.1392,0.0637,10175,27845,10525,20236,12149,0.6125,0.3545,0.7636,0.6828,0.8889,0.625,0.7424,0.365
196112,1,1182,2077,0.7106,0.0717,0.0847,0.0823,0.0024,0.0029,0.0265,0.0164,0.0024,8503,18413,5406,16512,9610,0.4658,0.4038,0.5745,0.5898,0.74,1,0.4789,0.4681
196130,1,989,7501,0.4482,0.317,0.1353,0.0447,0.0036,0.0007,0.0384,0.0107,0.0015,8472,18182,4320,11506,7912,0.4407,0.56,0.4644,0.6965,0.5818,0.6667,0.5055,0.6024
196158,1,1099,4194,0.7153,0.0906,0.1023,0.0176,0.0062,0.0005,0.0331,0.0193,0.015,8717,18627,4683,12005,7139,0.5655,0.4403,0.6423,0.8076,0.7021,0.5,0.6295,0.7095
196167,1,1217,5269,0.7738,0.03,0.0843,0.0488,0.0008,0.0013,0.0247,0.0112,0.0252,8927,18837,5719,10958,7659,0.638,0.2702,0.7991,0.852,0.846,0.6,0.7996,0.5074
196176,1,1192,6672,0.5926,0.0629,0.2136,0.0526,0.0007,0.001,0.028,0.0207,0.0277,8502,18412,5909,11746,7373,0.5157,0.3622,0.7657,0.5741,0.8528,1,0.7321,0.5211
196194,1,1158,6881,0.6814,0.1038,0.1276,0.0244,0.0036,0.0003,0.0328,0.0256,0.0004,8717,18627,5640,10993,7110,0.643,0.4443,0.6669,0.6748,0.7731,1,0.6646,0.6516
196219,1,1180,3967,0.5097,0.1228,0.2501,0.0439,0.0018,0.0018,0.0494,0.0159,0.0048,8923,18833,6587,13508,7520,0.4022,0.3718,0.6119,0.6672,0.8127,0.5455,0.6524,0.5063
196237,1,1035,4679,0.2684,0.2915,0.2704,0.1079,0.0047,0.0024,0.0265,0.0135,0.0147,8368,18278,4892,10099,8807,0.4217,0.5134,0.4819,0.4783,0.7582,0,0.4842,0.3656
196246,1,1086,4794,0.6285,0.1014,0.1245,0.0261,0.0054,0.0015,0.0163,0.062,0.0344,8872,18782,5736,11209,7152,0.5826,0.4085,0.6842,0.7177,0.75,0.25,0.6407,0.6166
197869,1,1202,17401,0.8201,0.0354,0.0717,0.0161,0.0027,0.0004,0.0413,0.0041,0.0082,7409,22216,6806,7757,8310,0.7569,0.294,0.7282,0.7063,0.8776,0.8,0.7406,0.4739
198464,1,1117,21992,0.6632,0.156,0.0758,0.0251,0.0058,0.0015,0.0386,0.0052,0.0289,7238,23515,7613,11898,8623,0.7892,0.3434,0.6611,0.6914,0.8184,0.7101,0.6354,0.5275
198507,1,968,1623,0.1645,0.7092,0.0413,0.0055,0.0037,0.0006,0.0474,0.0062,0.0216,3260,7260,2228,11874,7621,0.8333,0.6473,0.3851,0.7017,0.7019,0.5,0.3916,0.6167
198543,1,974,5061,0.1956,0.6019,0.0897,0.0146,0.018,0.0016,0.0379,0.0055,0.0352,5274,16882,3091,8067,8638,0.792,0.5573,0.3425,0.4292,0.7381,0.1429,0.3438,0.5688
199102,1,1048,10709,0.0478,0.8254,0.0431,0.0069,0.0028,0.0003,0.0467,0.0069,0.0201,6657,20167,6828,7918,8760,0.6241,0.5747,0.5085,0.7364,0.7941,0.6111,0.462,0.7448
199111,1,1192,3287,0.7429,0.0532,0.0882,0.0198,0.0043,0.0009,0.0426,0.0085,0.0395,7231,24579,6692,9897,8410,0.6869,0.3551,0.5919,0.6913,0.7254,0.4,0.6309,0.4785
199120,1,1402,19014,0.5876,0.0809,0.0858,0.1149,0.0044,0.0005,0.0493,0.0397,0.0369,8980,36159,14501,27786,12783,0.7613,0.2319,0.9056,0.8288,0.9636,0.5556,0.9159,0.2541
199139,1,1196,23638,0.5609,0.1571,0.1089,0.0811,0.0033,0.0009,0.0481,0.0226,0.0171,6905,20339,8220,9302,9822,0.707,0.369,0.6423,0.567,0.8257,0.6667,0.5842,0.5036
199148,1,1113,16104,0.4572,0.2961,0.1167,0.0522,0.003,0.0006,0.0527,0.0132,0.0083,7403,22562,6171,9365,8563,0.7566,0.4877,0.586,0.559,0.7547,0.4118,0.5609,0.5965
199157,1,976,5546,0.0527,0.8143,0.0563,0.0094,0.0031,0.0004,0.0492,0.0022,0.0126,6534,19241,6246,11149,8470,0.6331,0.6124,0.4924,0.6613,0.7638,0.3529,0.4557,0.7359
199193,1,1349,24239,0.682,0.058,0.0616,0.0763,0.0043,0.0007,0.0385,0.0365,0.0421,9101,29220,10970,16095,11062,0.8745,0.2028,0.8189,0.7826,0.9441,0.6923,0.8041,0.3888
199218,1,1222,14421,0.7859,0.0399,0.0745,0.0197,0.0035,0.0014,0.0399,0.0127,0.0225,7181,21246,7472,8598,8570,0.7178,0.2708,0.7158,0.5359,0.8619,0.7222,0.7347,0.4382
199281,1,1013,6270,0.3671,0.3163,0.0775,0.0139,0.1396,0.0008,0.0568,0.0128,0.0153,3490,7490,3055,6815,7439,0.7761,0.5365,0.4105,0.5509,0.7162,0.5238,0.4018,0.6128
199999,1,962,4530,0.0951,0.7916,0.0369,0.0071,0.0038,0.0002,0.0413,0.0124,0.0117,5941,16188,4823,9522,8299,0.68,0.6431,0.5124,0.6938,0.7779,1,0.498,0.7247
200004,1,1124,10292,0.791,0.0504,0.0738,0.0111,0.0085,0.0004,0.038,0.0137,0.0131,4277,8277,4023,7446,7832,0.7086,0.376,0.6246,0.6695,0.7823,0.5556,0.5887,0.5519
200059,1,1065,1129,0.7777,0.0434,0.0647,0.0124,0.0151,0.0027,0.0345,0.0363,0.0133,7784,11044,6138,11114,6670,0.5806,0.2342,0.4114,0.5245,0.6845,0.3846,0.3092,0.3935
200253,1,1045,2353,0.6783,0.0391,0.0773,0.011,0.0217,0.0047,0.0438,0.1139,0.0102,7592,7592,6221,7318,7114,0.4695,0.2216,0.4511,0.554,0.7161,0.3846,0.4262,0.364
200280,1,1147,9519,0.7968,0.0228,0.0449,0.0185,0.0116,0.0006,0.0458,0.0488,0.0102,9736,15895,11876,15279,8861,0.9012,0.1839,0.6102,0.6398,0.7839,0.3846,0.5693,0.4524
200332,1,1169,10579,0.8669,0.0268,0.028,0.0146,0.006,0.0007,0.0367,0.0123,0.0081,9754,13892,10215,10230,9193,0.9756,0.2095,0.6032,0.7837,0.7892,0.2,0.5928,0.539
200572,1,1077,1038,0.8015,0.0299,0.0636,0.0039,0.0116,0.0048,0.053,0.0202,0.0116,7707,12120,5870,11219,6116,0.6404,0.2187,0.5,0.5374,0.7285,0.5,0.3592,0.2963
200800,1,1118,12744,0.7577,0.1006,0.0318,0.0282,0.0016,0.0002,0.0431,0.0211,0.0157,11636,17765,8834,10531,10227,0.5118,0.3211,0.4564,0.8271,0.7143,0.3115,0.4551,0.4652
201441,1,1083,13772,0.7909,0.0805,0.0426,0.0107,0.0017,0.0006,0.0333,0.0171,0.0227,11316,19305,9142,8989,9267,0.6845,0.2704,0.6051,0.8531,0.7713,0.4091,0.5429,0.5701
201885,1,1247,26610,0.7476,0.0655,0.0345,0.044,0.0011,0.0003,0.0389,0.0436,0.0245,11660,26994,12633,11744,10152,0.5476,0.2165,0.7129,0.8059,0.8824,0.56,0.6892,0.4509
202134,1,1115,11267,0.6402,0.1492,0.0708,0.0342,0.0018,0.0012,0.0401,0.0487,0.0138,10825,15370,10116,9561,9667,0.4815,0.409,0.4633,0.6115,0.7354,0.5,0.4519,0.55
203517,1,1146,21431,0.753,0.0904,0.0391,0.0181,0.0012,0.0008,0.0372,0.033,0.0272,10602,19478,10023,8961,9436,0.556,0.3,0.6164,0.8064,0.8139,0.4915,0.5283,0.5786
204796,1,1372,45657,0.6567,0.0658,0.0474,0.076,0.0008,0.0006,0.0393,0.0842,0.0293,11084,32061,15402,18477,12680,0.6489,0.2052,0.8577,0.6493,0.9408,0.6667,0.8451,0.3578
204857,1,1167,20484,0.8215,0.0557,0.0349,0.0143,0.0014,0.0007,0.0373,0.0146,0.0196,12612,22406,11772,10262,9173,0.767,0.2416,0.6513,0.7424,0.8153,0.2,0.655,0.5096
206084,1,1142,14396,0.6875,0.101,0.0522,0.0231,0.0015,0.0008,0.0402,0.0594,0.0343,10650,20010,10680,12810,9010,0.7322,0.2988,0.5024,0.7795,0.7642,0.3462,0.4485,0.4596
206604,1,1100,8651,0.7341,0.115,0.0385,0.0309,0.0016,0.0007,0.049,0.0236,0.0066,9578,18996,9588,8076,9369,0.9742,0.3247,0.4468,0.6649,0.6165,0.4,0.3785,0.4823
206613,1,1083,1314,0.882,0.0502,0.0289,0.0053,0.0008,0.0008,0.019,0.0076,0.0053,6410,15828,5585,4626,9794,0.9667,0.2502,0.3819,0.6848,0.6376,0.25,0.2196,0.3405
207041,1,1049,2719,0.5598,0.0489,0.0541,0.0051,0.1541,0.0029,0.0416,0.1033,0.0302,7052,16412,6323,8030,5918,0.9853,0.4298,0.3744,0.6695,0.6442,0.3913,0.3516,0.3665
207263,1,1082,5868,0.476,0.0448,0.061,0.0206,0.1863,0.0007,0.1798,0.0239,0.007,6915,15315,6041,8707,7127,0.7156,0.4574,0.3263,0.4359,0.5986,0.3043,0.3233,0.4358
207388,1,1209,19777,0.6829,0.0417,0.083,0.0198,0.0449,0.001,0.0948,0.0312,0.0009,9019,24539,11793,9956,9344,0.8738,0.2864,0.6462,0.6445,0.829,0.664,0.6479,0.415
207500,1,1236,21329,0.6035,0.0456,0.1058,0.0672,0.0362,0.0011,0.0916,0.0349,0.0141,11763,27144,14454,11428,10225,0.8323,0.2321,0.7023,0.7312,0.8822,0.7472,0.6985,0.3588
207722,1,1083,781,0.5416,0.0525,0.1165,0.0051,0.0525,0,0.1191,0.0909,0.0218,8040,18900,5493,9250,5770,0.5269,0.4766,0.3779,0.6691,0.6146,0.3,0.3692,0.4344
208646,1,1040,2632,0.6892,0.0213,0.1216,0.016,0.0198,0.0399,0.0551,0.0156,0.0217,9084,21729,7546,7117,6785,0.5722,0.4344,0.2743,0.3863,0.7167,0.25,0.3325,0.4763
209506,1,1114,3566,0.689,0.0174,0.1136,0.0609,0.0104,0.0056,0.058,0.023,0.0222,10485,29637,8182,10351,7653,0.9115,0.1952,0.462,0.3647,0.7583,0.4242,0.4801,0.261
209542,1,1202,25339,0.6273,0.0142,0.1091,0.0775,0.0058,0.0024,0.0738,0.0635,0.0265,11715,31215,12179,11642,10107,0.7901,0.2555,0.671,0.5615,0.8539,0.7147,0.6689,0.3944
209551,1,1210,18743,0.593,0.0245,0.1351,0.0648,0.0052,0.0046,0.0812,0.0719,0.0197,12720,36615,17141,15237,10502,0.8431,0.256,0.7439,0.815,0.8629,0.5902,0.7362,0.3437
209807,1,1099,17774,0.5204,0.0396,0.1715,0.0959,0.0118,0.0063,0.0693,0.0451,0.0401,9579,28410,9660,10174,10065,0.5444,0.4088,0.4812,0.3381,0.7446,0.4245,0.5421,0.4163
210146,1,1093,3787,0.5936,0.0227,0.1275,0.0209,0.0145,0.0114,0.0943,0.0219,0.0932,10479,26814,7009,8360,9166,0.5203,0.2935,0.4579,0.5802,0.6992,0.5263,0.4124,0.663
210429,1,1057,4326,0.5911,0.031,0.2006,0.0398,0.0113,0.0196,0.0398,0.0393,0.0275,9768,27678,7345,9622,7039,0.8053,0.3883,0.4104,0.6903,0.7388,0.2222,0.4366,0.7327
211158,1,1051,7552,0.7671,0.0677,0.0768,0.0107,0.0025,0.0004,0.0172,0.0041,0.0535,10958,22782,9241,9453,9789,0.8083,0.3247,0.5987,0.8294,0.7396,0.6,0.6094,0.6964
211361,1,1012,4756,0.7553,0.1173,0.0408,0.0122,0.0011,0.0008,0.0383,0.0076,0.0267,11108,15726,9259,9107,10252,0.6953,0.4186,0.5009,0.6301,0.7245,0.6923,0.5588,0.7097
211644,1,1037,3645,0.825,0.0743,0.0329,0.0082,0.0019,0.0016,0.0206,0.0047,0.0307,11199,16078,8718,8837,9480,0.7375,0.3932,0.52,0.7148,0.7466,0.6,0.5176,0.6651
212115,1,1007,5323,0.5627,0.202,0.1349,0.019,0.0026,0.0019,0.0441,0.0047,0.0282,11476,24482,8519,7023,9695,0.7619,0.4137,0.5223,0.7245,0.6693,0.6667,0.5381,0.6761
212160,1,1065,3244,0.8184,0.0558,0.0407,0.0096,0.0028,0,0,0.0139,0.0589,10574,15002,8984,10333,10095,0.8107,0.4258,0.4392,0.7779,0.7135,0,0.4936,0.71
213020,1,1017,8218,0.7375,0.1196,0.0482,0.0122,0.0012,0.0002,0.0493,0.0223,0.0095,13354,19107,10169,10103,10056,0.8427,0.3744,0.5612,0.8229,0.7233,0.2381,0.5599,0.7082
213349,1,1058,6858,0.7419,0.0787,0.0885,0.0197,0.0015,0.0006,0.0319,0.0083,0.0289,11058,15166,8679,9204,9543,0.8626,0.3528,0.5408,0.7315,0.7419,0.4,0.5489,0.7199
213613,1,1026,2684,0.8361,0.0749,0.0339,0.0101,0.0026,0.0015,0.0209,0.0041,0.016,10878,20702,8636,10545,10322,0.8841,0.2758,0.5393,0.8229,0.674,0,0.5268,0.7522
213783,1,1019,1564,0.7685,0.1138,0.0454,0.0064,0.0026,0.0013,0.0249,0.0077,0.0294,10596,13162,7329,12615,10033,0.7059,0.4727,0.5096,0.7894,0.7297,0,0.5526,0.7696
214041,1,1075,6600,0.7329,0.0914,0.108,0.0303,0.0047,0.0003,0.0103,0.0089,0.0132,12250,22220,10384,8787,10121,0.6064,0.3005,0.5631,0.6902,0.7738,0.3043,0.6288,0.6032
214777,1,1201,74630,0.6524,0.0571,0.0775,0.0647,0.0013,0.0011,0.0347,0.0941,0.0172,18450,35514,29359,22330,10701,0.7605,0.2319,0.7089,0.8268,0.8775,0.4536,0.7599,0.478
215275,1,1107,1435,0.7728,0.0585,0.0655,0.0355,0,0,0.0376,0.0042,0.0258,14148,25616,11530,6596,7285,0.8125,0.368,0.3394,0.8091,0.603,1,0.349,0.6737
215284,1,1118,2458,0.8092,0.0419,0.0529,0.0264,0.0004,0,0.026,0.0151,0.0281,14156,25624,12437,7583,7602,0.953,0.3215,0.5712,0.8438,0.7304,0,0.4702,0.6892
216010,1,1039,5120,0.7363,0.1258,0.0625,0.0146,0.0008,0,0.0455,0.0059,0.0086,13544,21586,8995,10029,10351,0.7443,0.3237,0.5842,0.8235,0.75,0.2,0.5468,0.6816
216038,1,1088,7368,0.8561,0.0456,0.0257,0.0102,0.0012,0.0005,0.041,0.0069,0.0128,10507,14615,8483,7543,9689,0.8405,0.3275,0.6782,0.7555,0.8335,0,0.6807,0.6828
216764,1,1123,14340,0.7391,0.1119,0.0631,0.0248,0.0013,0.0006,0.0371,0.0038,0.0184,10421,22245,10217,7683,9882,0.7109,0.2578,0.767,0.7099,0.8552,0.8333,0.7256,0.5998
217484,1,1156,13677,0.7302,0.0509,0.106,0.0333,0.0017,0.0007,0.0303,0.0126,0.0342,14566,31686,14277,9005,9936,0.6697,0.2377,0.6866,0.8284,0.8552,0.5263,0.6616,0.6422
217819,1,1191,9287,0.7758,0.0746,0.0629,0.0199,0.0037,0.0015,0.0391,0.0096,0.0129,12939,33269,14656,9625,8824,0.6261,0.2383,0.6557,0.8002,0.811,0.5,0.7009,0.4193
217882,1,1334,20074,0.8058,0.0615,0.0553,0.0261,0.0022,0.0005,0.0388,0.0066,0.0032,15558,38550,17565,13133,10621,0.9251,0.1656,0.8373,0.7193,0.9321,1,0.8262,0.3853
218061,1,1002,3104,0.4894,0.3969,0.0332,0.0139,0.0045,0.0003,0.0354,0.0148,0.0116,11160,21544,8160,11251,7440,0.6958,0.4829,0.4394,0.7575,0.6887,0.4,0.4043,0.572
218645,1,1050,2960,0.5834,0.2632,0.0524,0.0101,0.003,0.001,0.051,0.024,0.0118,10760,21218,6273,7471,7155,0.5623,0.404,0.3906,0.6077,0.6451,0.1429,0.4443,0.5362
218654,1,1023,2008,0.6001,0.2196,0.0847,0.0105,0.005,0.001,0.0493,0.0144,0.0154,10730,21776,6668,7600,7247,0.5657,0.413,0.3127,0.6433,0.5739,0.4286,0.2672,0.6144
218663,1,1289,27066,0.7559,0.0839,0.0504,0.0338,0.0018,0.0009,0.0399,0.026,0.0072,12688,33928,13983,12392,10667,0.7124,0.1989,0.7677,0.7807,0.8855,0.2,0.7498,0.4497
218742,1,1023,5239,0.5026,0.3272,0.066,0.0273,0.0027,0.0008,0.0428,0.0157,0.0151,11558,23060,6428,7001,7147,0.5071,0.464,0.4814,0.5253,0.6716,1,0.4443,0.5944
218964,1,1067,4444,0.5533,0.3126,0.061,0.0126,0.0041,0.0014,0.0407,0.0137,0.0007,15806,30136,8783,8984,7619,0.5586,0.4078,0.6341,0.7855,0.698,0,0.5871,0.6176
219046,1,1083,2416,0.8084,0.0124,0.0575,0.0091,0.0385,0.0008,0.0493,0.0137,0.0103,9009,12155,6134,6672,6996,0.5903,0.2603,0.377,0.6597,0.6152,0.3448,0.3564,0.4312
219082,1,1122,2067,0.822,0.0339,0.0426,0.0189,0.0106,0.0029,0.0416,0.0164,0.0111,9536,12606,8174,8837,8249,0.7208,0.2178,0.4301,0.6015,0.6587,0.5714,0.3826,0.4333
219259,1,1118,1383,0.8127,0.0217,0.0333,0.021,0.0224,0.0022,0.0419,0.0369,0.008,8750,11821,5770,9613,7178,0.9528,0.1652,0.4834,0.7471,0.7305,0.3333,0.5175,0.2904
219347,1,1266,2125,0.8311,0.0155,0.0551,0.0127,0.0094,0,0.0424,0.0264,0.0075,10770,15080,10207,11829,9516,0.8619,0.2018,0.4872,0.8632,0.7846,0.5,0.5266,0.4996
219356,1,1136,9034,0.8688,0.018,0.0252,0.0099,0.0107,0.0002,0.0229,0.0377,0.0064,9114,12589,8660,8944,8522,0.8182,0.2095,0.5618,0.8264,0.7832,0.3208,0.5606,0.5219
219471,1,1118,5998,0.8301,0.0347,0.042,0.0125,0.0152,0.001,0.0368,0.0205,0.0072,9332,12807,8665,10011,8026,0.6407,0.2382,0.594,0.7219,0.7788,0.4792,0.5691,0.5192
220075,1,1156,10490,0.8109,0.0653,0.0322,0.0145,0.0021,0.0009,0.0396,0.0206,0.014,9259,27406,8901,12810,7461,0.6005,0.3946,0.497,0.6131,0.7247,0.4375,0.4398,0.4526
220862,1,1134,15568,0.4663,0.3614,0.0633,0.0373,0.0023,0.0005,0.0399,0.0141,0.0148,9912,13752,8055,10002,8699,0.6818,0.4398,0.532,0.6324,0.7771,0.5769,0.4743,0.5186
220978,1,1150,18093,0.6324,0.1927,0.0678,0.0382,0.0023,0.0007,0.0386,0.0261,0.0011,9070,27742,7235,10275,8503,0.772,0.3827,0.4681,0.6123,0.7537,0.5429,0.4657,0.4493
221740,1,1168,10185,0.7544,0.0971,0.0558,0.0243,0.0018,0.0004,0.0266,0.0132,0.0264,9656,25774,6433,8677,8619,0.7016,0.3443,0.4848,0.7053,0.713,0.3478,0.4676,0.4687
221759,1,1276,23152,0.7843,0.0587,0.0466,0.0405,0.0017,0.001,0.0381,0.0121,0.017,13264,31664,12064,12639,11270,0.8674,0.249,0.7224,0.7902,0.8651,0.6,0.7113,0.3932
221768,1,1170,5227,0.7869,0.1343,0.0314,0.0065,0.0029,0,0.0274,0.0107,0,9748,15788,5022,9932,7389,0.6718,0.39,0.4719,0.7161,0.7453,0.3684,0.5264,0.4335
222831,1,1038,5909,0.4635,0.0711,0.3882,0.0093,0.0037,0.001,0.0327,0.0294,0.001,7637,17765,6295,6701,7612,0.7039,0.317,0.3986,0.7664,0.6908,0.3158,0.3864,0.3458
224147,1,1105,9217,0.3567,0.0486,0.5121,0.0278,0.0017,0.0003,0.0228,0.0213,0.0087,9272,20101,7630,7476,8094,0.7268,0.4193,0.371,0.6609,0.6031,0.5399,0.3807,0.5081
224545,1,1075,1712,0.5275,0.1682,0.153,0.0123,0.0076,0.0012,0.0461,0.0485,0.0356,7536,20025,6269,11053,8096,0.4709,0.5153,0.3355,0.395,0.587,0,0.3092,0.5512
224554,1,1065,8329,0.4181,0.2131,0.2227,0.0219,0.0053,0.0019,0.0734,0.0343,0.0094,8958,21628,7077,7148,8114,0.9804,0.462,0.4289,0.3998,0.6289,0.4375,0.4541,0.5065
225414,1,1100,6424,0.3685,0.0725,0.4275,0.0711,0.002,0.0006,0.0316,0.0135,0.0126,7310,20746,9042,7839,9130,0.6068,0.4192,NULL,0.1671,0.8049,0.661,NULL,0.3677
225432,1,996,13028,0.1358,0.1821,0.5141,0.0851,0.0024,0.0015,0.0142,0.056,0.0087,6788,16916,6636,5532,8435,0.5212,0.4606,0.285,0.3325,0.7328,0.4842,0.2431,0.3566
225502,1,999,3306,0.3076,0.1497,0.4268,0.0551,0.0006,0.0015,0.0254,0.0248,0.0085,6781,16909,6866,7265,8695,0.6308,0.4946,0.1927,0.3442,0.6098,0.6981,0.2129,0.4804
225511,1,1219,37631,0.2176,0.0999,0.3606,0.2254,0.001,0.0008,0.0328,0.0392,0.0228,9221,21749,10155,8052,12273,0.8262,0.4051,0.6131,0.5237,0.8483,0.681,0.5603,0.3707
226091,1,1050,8302,0.4236,0.2443,0.2059,0.0489,0.0033,0.0008,0.0311,0.0128,0.0294,8494,18622,6884,5791,8381,0.7875,0.402,0.3384,0.5648,0.656,0.5098,0.3527,0.4328
226152,1,997,7189,0.0181,0.0042,0.9573,0.0029,0.0004,0.0001,0.0017,0.0115,0.0038,7348,18666,3982,5673,8494,0.5979,0.6446,0.469,0.735,0.7861,0.697,0.4667,0.4003
226833,1,1029,5170,0.4631,0.1466,0.2052,0.0273,0.007,0.0019,0.0427,0.0961,0.0101,9601,11551,6846,9495,7969,0.7639,0.4039,0.4525,0.6084,0.6738,0.5714,0.4604,0.4775
227216,1,1166,32159,0.4222,0.1367,0.2645,0.0699,0.0028,0.0008,0.0476,0.0476,0.008,11044,21172,9880,6680,10151,0.7321,0.3682,0.5624,0.5491,0.7922,0.5825,0.5671,0.506
227368,1,1037,24902,0.0244,0.0045,0.9209,0.0116,0.0003,0.0005,0.0027,0.0193,0.0159,8132,18260,4078,7176,6354,0.8267,0.6243,0.4593,0.6801,0.7648,0.6495,0.4873,0.3611
227526,1,964,8109,0.0137,0.8438,0.0895,0.0164,0.0025,0.0006,0.0176,0.0113,0.0046,10786,25654,5007,7690,8102,0.8439,0.6527,0.3593,0.7817,0.663,0,0.3697,0.7291
